,0,1
10,In My Life,7- 2- 7- 2- 7- 2- 4-m 7-7/5 0- 0-m 7- 7- 2- 4-m 7-7/5 0- 0-m 7- 4-m 0- 5- 7- 4-m 9- 0-m 7- 7- 2- 7- 2- 4-m 7-7/5 0- 0-m 7- 7- 2- 4-m 7-7/5 0- 0-m 7- 4-m 0- 5- 7- 4-m 9-7 0-m 7- 7- 2- 4-m 7-7/5 0- 0-m 7- 7- 2- 4-m 7-7/5 0- 0-m 7- 4-m 0- 5- 7- 4-m 9-7 0-m 7- 7- 2- 0-m 7- 2- 2-7 7-
11,Nights In White Satin,4-m 2- 4-m 2- 4-m 2- 4-m 2- 0- 7- 5- 4-m 4-m 2- 4-m 2- 0- 7- 5- 4-m 9- 0- 4-m 2- 4-m 2- 4-m 2- 4-m 2- 0- 7- 5- 4-m 4-m 2- 4-m 2- 0- 7- 5- 4-m 9- 0- 4-m 2- 4-m 2- 4-m 4-m 2- 0- 11-7 4-m 2- 0- 11-7 4-m 0- 4-m 0- 9-m 11- 9-m 11-7 4-m 2- 0- 4-m 2- 4-m 2- 4-m 2- 4-m 2- 0- 7- 5- 4-m 4-m 2- 4-m 2- 0- 7- 5- 4-m 9- 0- 4-m 2- 4-m 2- 4-m 9- 0- 4-m 2- 4-m 2- 4-m
12,Crazy,0- 0- 5- 5- 5-maj7 4-m7 2-m7 7-7 0- 0- 9-7 9-7 2-m 3-m7 2-m7 2-m7 7-7 7-7 7-7 7-7 0- 1-dim7 2-m7 7-7 0- 0- 9-7 9-7 2-m 3-m7 2-m7 2-m7 7-7 7-7 7-7 7-7 0- 5- 0- 0-7 5- 5- 5- 5- 0- 0- 0-7 0-7 2-7 2-7 2-7 2-7 7-7 2-m7 7-7 7-7 0- 0- 9-7 9-7 2-m 3-m7 2-m7 2-m7 5-maj7 4-m7 2-m7 1-dim7 2-m7 7-7 0- 8- 1- 1- 10-7 10-7 3-m 3-m7 3-m7 3-m7 6-maj7 5-m7 3-m7 1-maj7 3-m7 8-7 1- 1- 6- 6- 1-
13,Mama Tried,2- 2- 7- 2- 7- 2- 9-7 2- 7- 2- 7- 2- 9-7 2- 2- 7- 2- 7- 2- 9-7 2- 7- 2- 7- 2- 9-7 2- 2- 7- 2- 11-m 9-7 2- 7- 2- 9-7 2- 2- 7- 2- 9-7 2- 2- 7- 2- 7- 2- 9-7 2- 7- 2- 7- 2- 9-7 2- 2- 7- 2- 11-m 9-7 2- 7- 2- 9-7 2- 2-
14,Michelle,4- 9-m 0- 2- 0- 11-7 0- 11-7 4- 9-m 0- 2- 0- 11-7 0- 11-7 4-m 7- 7-7 0- 11-7 9-m 4-m 4-m 11-7 4-m 4- 0- 11-7 4- 9-m 0- 2- 0- 11-7 0- 11-7 4-m 7- 7-7 0- 11-7 9-m 4-m 4-m 11-7 4-m 4- 0- 11-7 4- 4-7 9-m 2- 4- 9-m 0- 2- 0- 11-7 4-m 7- 7-7 0- 11-7 9-m 4-m 4-m 11-7 4-m 4- 0- 11-7 4- 9-m 0- 2- 0- 11-7 0- 11-7 4-m 11-7 4-m 4- 0- 11-7 4-
15,Little Wing,4-m 7- 9-m 4-m7 11-m 10-m7 9-m 7- 5-add9 0- 2- 2- 4-m 7- 9-m 4-m7 11-m 10-m7 9-m 0- 7- 5-add9 0- 2- 2- 4-m 7- 9-m7 4-m7 11-m7 10-m7 9-m 0- 7- 5-add9 0- 2- 2- 4-m 7-
16,Id Rather Go Blind,9- 11-m 9- 11-m 9- 11-m 9- 9- 11-m 9- 11-m 9- 11-m 9- 11-m 9- 11-m
17,I Cant Get No Satisfaction,4- 4- 4- 9- 2- 2- 2- 9- 4- 9- 4- 9- 4- 11-7 4- 9- 9- 9- 4- 4- 4- 9- 2- 9- 9- 4- 4- 4- 9- 2- 9- 4- 9- 2- 9- 4- 9- 2- 9- 4- 9- 2- 9- 4- 9- 2- 9- 4- 9- 2- 9- 9- 4- 4- 4- 9- 2- 9- 9- 4- 4- 4- 9- 2- 9- 4- 4- 9- 4- 9- 4- 11-7 4- 9- 9- 9- 4- 4- 4- 9- 2- 9- 9- 4- 4- 9- 4- 9- 2- 9- 4- 9- 2- 9- 4- 9- 2- 9- 4- 9- 2- 9- 4- 9- 2- 9- 9- 4- 4- 4- 9- 2- 9- 9- 4- 4- 4- 9- 2- 9- 4- 4- 9- 4- 9- 4- 11-7 4- 9- 9- 9- 4- 4- 4- 9- 2- 9- 9- 4- 4- 4- 9- 2- 9- 4- 9- 2- 9- 4- 9- 2- 9- 4- 9- 2- 9- 4- 9- 2- 9- 4- 9- 2- 9- 9- 9- 4- 4- 9- 9- 4- 4- 4- 9- 2- 9- 4- 9- 9- 4- 4- 4- 9- 2- 9- 9- 4- 4- 4- 9- 2- 9- 9- 4- 4- 4- 9- 2- 4- 9- 4- 9- 4- 9- 4- 4-
18,Carolina In My Mind,2- 7- 7-/6 4-m 9-7 7- 9-7 4-m7 9-7 2- 2-/1 11-m 2-/9 7- 2-/6 4-m7 2- 11-m 4-m7 9-7 2- 2- 0-add9 7- 7-/6 4-m 9-7 10-dim 11-m 7- 9-7sus4 9-7 7- 2-/6 4-sus4 4- 9-7 2- 11-m 4-m7 9-7 2- 2- 0-add9 7- 7-/6 4-m 9-7 10-dim 11-m 7- 9-7sus4 9-7 7- 2-/6 4-sus4 4- 9-7 2- 11-m 4-m7 9-7 2- 2- 7- 7-/6 4-m 9-7 7- 9-7 4-m7 9-7 2- 2-/1 11-m 2-/9 7- 2-/6 4-m7 2- 11-m 4-m7 9-7 2- 2- 0-add9 7- 7-/6 4-m 9-7 10-dim 11-m 7- 9-7sus4 9-7 7- 2-/6 4-sus4 4- 9-7sus4 9-7 2- 11-m 4-m7 9-7 2- 7- 9-7 11-m 6-m7 4-m7 7- 9-7 0-add9 7-/11 2- 0-add9 7-/11 4-m7 9-7 2- 11-m 4-m7 9-7 2- 2- 7- 7-/6 4-m 9-7 7- 9-7 4-m7 9-7 2- 2-/1 11-m 2-/9 7- 2-/6 4-m7 2- 11-m 4-m7 9-7 2-
19,A Whiter Shade Of Pale,0- 0-/11 9-m 9-m/7 5- 5-/4 2-m 2-m/0 7- 7-/5 4-m 4-m/2 7-6add11 7-6 0- 0-/11 9-m 9-m/7 5- 5-/4 2-m 2-m/0 7- 7-/5 4-m 4-m/2 0- 5- 7- 5- 7- 0- 0-/11 9-m 9-m/7 5- 5-/4 2-m 2-m/0 7- 7-/5 4-m 4-m/2 0- 0-/11 9-m 9-m/7 5- 5-/4 2-m 2-m/0 7- 7-/5 4-m 4-m/2 0- 0-/11 9-m 9-m/7 5- 5-/4 2-m 7-7 0- 0-/11 9-m 9-m/7 5- 5-/4 2-m 2-m/0 7- 7-/5 4-m 4-m/2 0- 5- 0- 7-6add11 7-6 0- 0-/11 9-m 9-m/7 5- 5-/4 2-m 2-m/0 7- 7-/5 4-m 4-m/2 0- 5- 7- 5- 7- 0- 0-/11 9-m 9-m/7 5- 5-/4 2-m 2-m/0 7- 7-/5 4-m 4-m/2 0- 0-/11 9-m 9-m/7 5- 5-/4 2-m 2-m/0 7- 7-/5 4-m 4-m/2 0- 0-/11 9-m 9-m/7 5- 5-/4 2-m 7-7 0- 0-/11 9-m 9-m/7 5- 5-/4 2-m 2-m/0 7- 7-/5 4-m 4-m/2 0- 5- 0- 7-6add11 7-6 0- 0-/11 9-m 9-m/7 5- 5-/4 2-m 2-m/0 7- 7-/5 4-m 4-m/2 0- 5- 7- 7-7 0- 0-/11 9-m 9-m/7 5- 5-/4 2-m 2-m/0
20,The Christmas Song,1-6 3-m7 5-m7 6-maj7 5-m7 3-m7 1-6 8-m7 1-7 6-maj7 11-9 1-6 11-9 10-m7 7-m7 6-7 5-maj7 6-m7 11-9 4-maj7 3-m7 2-9 1-6 3-m7 5-m7 6-maj7 5-m7 3-m7 1-6 8-m7 1-7 6-maj7 11-9 1-6 11-9 10-m7 7-m7 6-7 5-m7 4-9 3-m7 2-9 1-6 8-m7 1-7 6-maj7 8-m7 1-7 6-maj7 6-m7 11-7 4-maj7 3-7 8-7 1-6 3-m7 5-m7 6-maj7 5-m7 3-m7 1-6 8-m7 1-7 6-maj7 11-9 1-6 11-9 10-m7 7-m7 6-7 5-m7 4-9 3-m7 8-7 1-6
21,After Hours,0- 9-7 2-m 7- 0- 9-7 2-m 7- 0- 0-7 5- 5-m 0- 9-7 2-m 7- 0- 0- 9-7 2-m 7- 0- 9-7 2-m 7- 0- 0-7 5- 5-m 0- 9-7 2-m 7- 0- 0- 11- 10- 9-m 4-7 9-m 4-7 9-m 4-7 9-m 9-m 8- 7- 2-m 9-7 2-m 9-7 5- 7- 0- 9-7 2-m 7- 0- 9-7 2-m 7- 0- 0-7 5- 5-m 0- 9-7 2-m 7- 0- 2-m 7- 0- 9-7 2-m 7- 0- 9-m 4-7 4- 9- 2- 7- 11- 4- 4- 9- 2- 7- 11- 4-
22,The End Of The World,7- 2- 4-m 11-m 9-m 11-m 4-7 9-m 0-m 2-7 7- 2- 4-m 11-m 9-m 11-m 4-7 9-m 2-7 7- 0- 7- 0- 2- 7- 11-m 4-7 9-m 0-m 2-7 7- 2- 4-m 11-m 9-m 11-m 4-7 9-m 2-7 7- 3- 8- 3- 5-m 0-m 10-m 0-m 5-7 10-m 3- 8-
23,Ive Just Seen A Face,4-m 0- 2-m 0- 2- 0- 7- 4-m 0- 0- 2- 7- 7- 4-m 0- 0- 2- 7- 2- 0- 7- 0- 7- 7- 4-m 0- 0- 2- 7- 2- 0- 7- 0- 7- 7- 4-m 0- 2- 7- 2- 0- 7- 0- 7- 7- 4-m 0- 0- 2- 7- 2- 0- 7- 0- 7-
24,500 Miles,0- 9-m 2-m 5- 2-m 5- 7-7 0- 9-m 2-m 5- 2-m 7-7 0- 0- 9-m 2-m 5- 2-m 5- 7-7 0- 9-m 2-m 5- 2-m 7-7 0- 0- 9-m 2-m 5- 2-m 5- 7-7 0- 9-m 2-m 5- 2-m 7-7 0- 0- 9-m 2-m 5- 2-m 5- 0-
25,At Last,5- 5-7/9 10- 11-dim7 5-/0 5-/3 2-7b9 1-7 0-9 5- 2-m7 7-m7 0-7#5 5- 2-m7 7-m7 0-7 5- 2-m7 7-m7 0-7 5- 5-7/3 2-7 1-7 7-m7/0 0-9 5- 2-m7 7-m7 0-7#5 5- 2-m7 7-m7 0-7 5- 2-m7 7-m7 0-7 5- 10- 5-maj9 7-m7 0-7 5-maj7 5-6 4-7 5-7 4-7 9-m7 2-m7 7-7 0-maj7 1-dim7 2-m7 7-7 0-7 5- 2-m7 7-m7 0-7#5 5- 2-m7 7-m7 0-7 5- 2-m7 7-m7 0-9
26,San Francisco,7- 4-m 0- 7- 2- 4-m 0- 7- 2- 4-m 7- 0- 7- 7- 11-m 4-m 2- 4-m 0- 7- 2- 4-m 0- 7- 2- 4-m 7- 0- 7- 7- 11-m 4-m 2- 5- 5- 7- 5- 5- 7- 2- 4-m 9-m 0- 7- 11-m 2- 4-m 0- 7- 2- 4-m 7- 0- 7- 7- 11-m 4-m 7- 4-m 6-m 9- 2- 9- 9- 1-m 6-m 9- 6-m
27,Helplessly Hoping,9-m7 0- 7- 7-sus4 7- 2- 2-sus2 2- 9-m7 7-add4/11 0- 0-/7 0- 7- 7-6 7- 2- 2-sus2 2- 9-m7 7-add4/11 0- 0-/7 0- 7- 7-6 7- 2- 9-m7 0- 7- 2- 2-sus2 2- 9-m7 7-add4/11 0- 0-/7 0- 7- 7-6 7- 2- 2-sus2 2- 9-m7 7-add4/11 0- 0-/7 0- 7- 7-6 7- 2- 2-sus2 2- 9-m7 0- 7- 7-sus4 7-5 7-sus4 7-5 7-sus4 7-5 7-sus4 7-5 7-7/5 0- 7- 0-/7 7- 9-m7 7-add4/11 0- 0-/7 0- 7- 2- 2-sus2 2- 9-m7 0- 7- 2- 2-sus2 2- 9-m7 0- 7- 7-sus4 7-5 7-sus4 7-5 7-sus4 7-5 7-sus4 7-5 7-7/5 0- 7- 0-/7 7-
28,Born To Be Wild,4- 4- 7- 9- 4- 7- 9- 4- 7- 9- 4- 7- 9- 4- 4- 7- 9- 4- 7- 9- 4- 7- 9- 4- 7- 9- 4- 4- 7- 9- 7- 4- 4- 2- 1- 2- 4- 2- 1- 2- 4- 7- 9- 4- 7- 9- 4- 7- 9- 4- 7- 9- 4- 4- 7- 9- 7- 4- 4- 2- 1- 2- 4- 2- 1- 2-
29,Till There Was You,5- 6-dim7 7-m 0-13 5- 6-dim7 6-dim7/9 6-dim7 7-m 10-m 5- 9-m 8-m 7-m7 0-9 5- 7-m 0-9 5- 6-dim7 6-dim7/9 6-dim7/0 7-m 10-m 5- 9-m 8-m 7-m7 0-9 5- 5-9 5-9 10- 10-m 5- 2-9 7-m 7-mmaj7 7-7 0-7 0-9sus4/7 0-+/8 5- 6-dim7 6-dim7/9 7-m 10-m 5- 9-m 8-m 7-m7 0-9 5- 7-m 0-7b9 5- 6-dim7 6-dim7/9 6-dim7 7-m 10-m 5-6 9-m7 8-m7 7-m7 6-7#9 5- 5-9 10- 10-m 5- 2-9 7-m 7-mmaj7 7-7 0-7 0-9sus4/7 0-+/8 5- 6-dim7 6-dim7/9 6-dim7/0 6-dim7/3 7-m 10-m6 5- 9-m 8-m 7-m7 0-9 5- 4-+ 5- 4-+ 5- 5- 0-/7 4-7/11 0-/7 5- 5-6 1-7 5- 4-+ 5- 4-+ 5- 5-maj7 5- 6-dim7 7-m 0-13 6-dim7/9 10-m 9-m 8-m 7-m7 6-dim7/0 5-9 5-9 10- 10- 10-m 10-m6 2-9 2-9 7-mmaj7 7-7 0-7 0-9sus4/7 0-+ 0-+/8 6-7#9 7-m7b5 0-7b9 6-dim7/3 7-m 10-m6 10-m6
30,People Are Strange,4-m 9-m 4-m 9-m 4-m 11-7 4-m 9-m 4-m 9-m 4-m 11-7 4-m 11-7 7- 11-7 7- 11-7 11-7 11-7 11-7 4-m 9-m 4-m 9-m 4-m 11-7 4-m 9-m 4-m 9-m 4-m 11-7 4-m 11-7 4-m 11-7 4-m 11-7 7- 11-7 7- 11-7 11-7 11-7 11-7 4-m 9-m 4-m 9-m 4-m 11-7 4-m 4-m 9-m 4-m 9-m 4-m 11-7 4-m 11-7 7- 11-7 11-7 7- 11-7 11-7 11-7 11-7 11-7
31,Ticket To Ride,9- 11-m 4- 6-m 2- 6-m 7-maj7 6-m 4- 9- 9- 11-m 4- 6-m 2- 6-m 7-maj7 6-m 4- 9- 2-7 4- 2-7 4- 9- 11-m 4- 6-m 2- 6-m 7-maj7 6-m 4- 9- 2-7 4- 2-7 4- 9- 11-m 4- 6-m 2- 6-m 7-maj7 6-m 4- 9- 9-
32,Day Tripper,4-7 9-7 4-7 6- 9- 8- 1- 11- 4-7 9-7 4-7 6- 9- 8- 1- 11- 11- 11- 11- 4-7 4-7 9-7 4-7 6- 9- 8- 1- 11- 4-7
33,I Started A Joke,2- 7- 11-m 0- 2- 7- 11-m 0- 2- 7- 11-m 0- 2- 7- 11-m 0- 2- 7- 11-m 0- 2- 7- 11-m 0- 2- 7- 11-m 0- 2- 7- 11-m 0- 2- 7- 4-m 11-m 0- 7- 11-m 4-m 4-m/2 9-m 2- 7- 11-m 0- 2- 7- 11-m 0- 0- 2- 7- 11-m 0- 2- 7- 4-m 11-m 0- 7- 11-m 4-m 4-m/2 9-m 2- 7- 11-m 0- 2- 7- 11-m 0- 2- 7- 11-m 0- 2- 7- 11-m 0- 2- 7- 11-m 0- 2- 7- 11-m 0- 2- 7-
34,These Boots Are Made For Walkin,4- 4- 4- 4- 4- 4- 9- 4- 7- 4- 7- 4- 7- 4- 4- 4- 4- 4- 4- 4- 4- 4- 4- 4-7 4-7 9-7 4-7 7- 4- 7- 4- 7- 4- 4- 4- 4- 4- 4- 4- 4- 4- 4- 4-7 4-7 9-7 4-7 7- 4- 7- 4- 7- 4- 4- 4- 4- 4- 4- 4- 4- 4- 4- 4- 4- 4-
35,Stand By Me,0- 9-m 5- 7- 0- 9-m 5- 7- 0- 9-m 5- 7- 0- 0- 9-m 5- 7- 0- 0- 0- 9-m 5- 7- 0- 0- 9-m 5- 7- 0- 0- 9-m 5- 7- 0- 0- 9-m 5- 7- 0- 0- 0- 9-m 5- 7- 0- 0- 9-m 5- 7- 0-
36,Bring It On Home To Me,0- 7-7 5- 7- 0- 5- 0- 7- 0- 7-7 0- 0-7 5- 0- 7-7 5- 7-7 0- 5- 0- 7-7 0- 7-7 0- 0-7 5- 0- 7-7 5- 7-7 0- 5- 0- 7-7 7-7 0- 7-7 0- 0-7 5- 0- 7-7 5- 7-7 0- 5- 0- 7-7 7-7 0- 7-7 0- 0-7 5- 0- 7-7 5- 7-7 0- 5- 0- 7-7 0- 7-7 0- 0-7 5- 5-7 0- 7-7 5- 7-7 0- 5- 0- 7-7 0- 5- 0- 7-7 0- 5- 0- 7-7
37,This Little Light Of Mine,7- 0- 7- 7- 11- 4-m 7- 2- 7- 7- 0- 7- 7- 11- 4-m 7- 2- 7- 7- 0- 7- 7- 11- 4-m 7- 2- 7- 7- 0- 7- 7- 11- 4-m 7- 2- 7-
38,Everybodys Talkin,0- 0-maj7 0- 0-maj7 0- 0-7 2-m 7- 0- 0-maj7 0- 0-maj7 0- 0-7 2-m 7- 0- 0-maj7 2-m 7- 0- 0-7 2-m 7- 0- 0-7 2-m 7- 0- 0-7 2-m 7- 0- 0-maj7 0-7 0-6 0- 0-maj7 0- 0-7 2-m 7- 0- 0-maj7 2-m 7- 0- 0-7 2-m 7- 0- 0-7 2-m 7- 0- 0-7 2-m 7- 0- 0-maj7 0-7 0-6 0- 0-maj7 0- 0-7 2-m 7- 0- 0-maj7 2-m 7- 0- 2-m 7- 0- 2-m 7- 0- 2-m 7- 0-
39,The Thrill Is Gone,11-m 4-m 11-m 7-maj7 6-7 11-m 11-m 4-m 11-m 7-maj7 6-7 11-m 11-m 4-m 11-m 7-maj7 6-7 11-m 11-m 4-m 11-m 7-maj7 6-7 11-m
40,Feeling Good,4-m 4-m7/2 0-7 11-7 4-m 4-m7/2 0-7 11-7 4-m 4-m7/2 0-7 11-7 4-m 4-m7/2 0-7 11-7 9- 11- 4-m 4-m7/2 0-7 11-7 4-m 4-m7/2 0-7 11-7 4-m 4-m7/2 0-7 11-7 4-m 4-m7/2 0-7 11-7 4-m 4-m7/2 0-7 11-7 9- 11- 4-m 4-m7/2 0-7 11-7 4-m 4-m7/2 0-7 11-7 4-m 4-m7/2 0-7 11-7 4-m 4-m7/2 0-7 11-7 4-m 4-m7/2 0-7 11-7 9- 11- 4-m 4-m7/2 0-7 11-7 4-m 4-m7/2 0-7 11-7 4-m 4-m7/2 0-7 11-7 4-m 4-m7/2 0-7 11-7 4-m 4-m7/2 0-7 11-7 4-m 4-m7/2 0-7 11-7 9- 11-
41,Cant Find My Way Home,2-/0 7-/11 7-m/10 2-/9 5- 7- 2- 2-/0 7-/11 7-m/10 2-/9 5- 7- 2- 2-/0 7-/11 7-m/10 2-/9 5- 7- 2- 7-/11 9-7 2- 4-m7 7- 2-/6 4-m 2- 2-/0 7-/11 7-m/10 2-/9 5- 7- 2- 2-/0 7-/11 7-m/10 2-/9 5- 7- 2- 2-/0 7-/11 7-m/10 2-/9 5- 7- 2- 7-/11 9-7 2- 4-m7 7- 2-/6 4-m 2- 2-/0 7-/11 7-m/10 2-/9 5- 7- 2- 2-/0 7-/11 7-m/10 2-/9 5- 7- 2- 5- 7- 2- 5- 7- 2- 5- 7- 2-
42,Down By The River,4-m 4-m7 9- 4-m 4-m7 9- 4-m 4-m7 9- 4-m 4-m7 9- 4-m 4-m7 9- 4-m 4-m7 9- 0-maj7 11-m 0-maj7 11-m 0- 11-m 2- 7- 2- 9- 7- 2- 9- 7- 2- 9- 4-m 4-m7 9- 4-m 4-m7 9- 4-m 4-m7 9- 4-m 4-m7 9- 4-m 4-m7 9- 4-m 4-m7 9- 0-maj7 11-m 0-maj7 11-m 0- 11-m 2- 7- 2- 9- 7- 2- 9- 7- 2- 9- 4-m 4-m7 9- 4-m 4-m7 9- 4-m 4-m7 9- 4-m 4-m7 9- 4-m 4-m7 9- 4-m 4-m7 9- 0-maj7 11-m 0-maj7 11-m 0- 11-m 2- 7- 2- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9-
43,Youll Never Walk Alone,0- 7- 5- 0- 7- 7-m 2-m 10- 5- 2-m 10- 9-m 7-m 5- 4- 0-7 5- 4-7 0- 5-m6 0- 4-m 5- 7- 0- 0-aug 5- 2- 0- 4- 9-m 6- 7- 0- 4-m 5- 7- 0-
44,Jumpin Jack Flash,11- 11- 4- 9- 11- 11- 4- 9- 11- 11- 4- 9- 11- 11- 11- 11- 9- 11- 9- 11- 9- 11- 9- 11- 9- 11- 9- 2- 9- 4- 11- 2- 9- 4- 11- 11- 9- 11- 9- 11- 9- 11- 9- 11- 9- 11- 9- 2- 9- 4- 11- 2- 9- 4- 11- 11- 4- 9- 11- 4- 9- 11- 4- 9- 11- 4- 9- 11- 11- 9- 11- 9- 11- 9- 11- 9- 11- 9- 11- 9- 11- 9- 11- 9- 11- 9- 11- 9- 2- 9- 4- 11- 2- 9- 4- 11- 11- 4- 9- 11- 4- 9- 11- 4- 9- 11- 4- 9- 11- 4- 9- 11- 4- 9-
45,Waterloo Sunset,2- 9- 7- 2- 9- 7- 2- 9- 7- 4-m 4-mM7 4-m7 9- 2- 9- 7- 7- 2- 4- 4-7 9- 2- 7- 2- 4- 4-7 9-7 2- 9- 7- 2- 9- 7- 4-m 4-mM7 4-m7 9- 2- 9- 7- 7- 2- 4- 4-7 9- 2- 7- 2- 4- 4-7 9-7 2- 9- 7- 2- 9- 7- 4-m 4-mM7 4-m7 9- 2- 9- 7- 2- 9- 7- 9- 9- 9-
46,Dream A Little Dream Of Me,0- 11-7 8- 7- 0- 4-7 9- 9-7 5- 5-m 0- 8- 7- 7-7 0- 11-7 8- 7- 0- 4-7 9- 9-7 5- 5-m 0- 8- 7- 0- 4-7 9- 6-m 11-m 4- 9- 6-m 11-m 4- 9- 6-m 11-m 4- 9- 6-m 8- 7- 0- 11-7 8- 7- 0- 4-7 9- 9-7 5- 5-m 0- 8- 7- 0- 4-7 9- 6-m 11-m 4- 9- 6-m 11-m 4- 9- 6-m 11-m 4- 9- 6-m 8- 7- 0- 11-7 8- 7- 0- 4-7 9- 9-7 5- 5-m 0- 8- 7- 8- 7- 8- 7- 0-
