,0,1,2
14,Bad Moon Rising,0,0- 7- 5- 0- 0- 0- 7- 5- 0- 0- 7- 5- 0- 0- 7- 5- 0- 0- 7- 5- 0- 5- 0- 7- 5- 0- 0- 7- 5- 0- 0- 7- 5- 0- 0- 7- 5- 0- 0- 7- 5- 0- 5- 0- 7- 5- 0- 0- 7- 5- 0- 0- 0- 7- 5- 0- 0- 5- 5- 0- 0- 7- 5- 0- 0- 0- 7- 5- 0- 0- 7- 5- 0- 0- 7- 5- 0- 0- 7- 5- 0- 5- 0- 7- 5- 0- 5- 0- 7- 5- 0-
15,Dont Think Twice Its All Right,0,4- 11- 4- 11- 9- 4- 11- 4- 4- 11- 1-m 9- 4- 11- 4- 11- 1-m 6-7 11- 11-7 4- 4-7 9- 6-7 4- 11- 1-m 9- 4- 11- 4- 4- 11- 1-m 9- 4- 4- 11- 1-m 9- 4- 11- 4- 11- 1-m 6-7 11- 11-7 4- 4-7 9- 6-7 4- 11- 1-m 9- 4- 11- 4- 4- 11- 1-m 9- 4- 4- 11- 1-m 9- 4- 11- 4- 11- 1-m 6-7 11- 11-7 4- 4-7 9- 6-7 4- 11- 1-m 9- 4- 11- 4- 4- 11- 1-m 9- 4- 4- 11- 1-m 9- 4- 11- 4- 11- 1-m 6-7 11- 11-7 4- 4-7 9- 6-7 4- 11- 1-m 9- 4- 11- 4-
16,While My Guitar Gently Weeps,1,0-m 10- 0- 0-m/10 5- 4-m 9-m7b5 7- 9-m 8-maj7 3- 2-m 5-sus4 5-sus2 7-sus4 0-m 0-m/10 9-m7b5 8-maj7 0-m 10- 5- 7- 0-m 0-m/10 9-m7b5 8-maj7 0-m 10- 5- 5-sus4 5- 5-sus2 5- 7-sus4 7- 0-m 0-m/10 9-m7b5 8-maj7 0-m 10- 3- 7- 0- 4-m 9-m 4-m 2-m 7- 7-sus4 7- 0- 4-m 9-m 4-m 2-m 7- 7-sus4 7- 0-m 0-m/10 9-m7b5 8-maj7 0-m 10- 5- 5-sus4 5- 5-sus2 5- 7-sus4 7- 0-m 0-m/10 9-m7b5 8-maj7 0-m 10- 3- 7- 0-m 0-m/10 9-m7b5 8-maj7 0-m 10- 5- 7- 0-m 0-m/10 9-m7b5 8-maj7 0-m 10- 3- 7- 0- 4-m 9-m 4-m 2-m 7- 7-sus4 7- 0- 4-m 9-m 4-m 2-m 7- 7-sus4 7- 0-m 0-m/10 9-m7b5 8-maj7 0-m 10- 5- 5-sus4 5- 5-sus2 5- 7-sus4 7- 0-m 0-m/10 9-m7b5 8-maj7 0-m 10- 3- 7-
17,Ring Of Fire,0,0- 5- 0- 0- 7- 0- 0- 5- 0- 5- 0- 7- 0- 7- 0- 5- 0- 5- 0- 7- 0- 7- 5- 0- 7- 5- 0- 7- 0- 7- 0- 0- 5- 0- 0- 7- 0- 0- 5- 0- 0- 7- 0- 7- 5- 0- 7- 5- 0- 7- 0- 7- 0- 5- 0- 5- 0- 7- 0- 7- 0- 5- 0- 5- 0- 7- 0- 7- 5- 0- 7- 5- 0- 7- 0- 7- 0- 7- 5- 0- 7- 5- 0- 7- 0- 7- 0- 7- 0- 7- 0-
18,Yesterday,0,0- 0- 11-m7 4-7 9-m 7- 5- 7- 0- 0-/11 9-m 2-7 5- 0- 0- 11-m7 4-7 9-m 7- 5- 7- 0- 0-/11 9-m 2-7 5- 0- 11-m 4-7 9-m 7- 5- 2-m6 7-7 0- 11-m 4-7 9-m 7- 5- 2-m6 7-7 0- 0- 11-m7 4-7 9-m 7- 5- 7- 0- 0-/11 9-m 2-7 5- 0- 11-m 4-7 9-m 7- 5- 2-m 7- 0- 11-m 4-7 9-m 7- 5- 2-m 7- 0- 0- 11-m7 4-7 9-m 7- 5- 7- 0- 0-/11 9-m 2-7 5- 0- 9-m 2-7 5- 0-
19,Stand By Me,0,0- 9-m 5- 7- 0- 0- 9-m 5- 7- 0- 0- 9-m 5- 7- 0- 0- 9-m 5- 7- 0- 0- 9-m 5- 7- 0- 0- 9-m 5- 7- 0- 0- 9-m 5- 7- 0- 0- 9-m 5- 7- 0- 0- 9-m 5- 7- 0- 0- 9-m 5- 7- 0-
20,Brown Eyed Girl,0,0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 5- 7- 0- 9-m 5- 7- 0- 7-7 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 5- 7- 0- 9-m 5- 7- 0- 7-7 0- 5- 0- 7- 0- 5- 0- 7- 0- 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 5- 7- 0- 9-m 5- 7- 0- 7-7 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7-
21,Leaving On A Jet Plane,0,7- 0- 5- 0- 5- 0- 5- 7- 0- 5- 0- 5- 0- 5- 7- 0- 5- 0- 5- 0- 5- 7- 0- 5- 0- 5- 0- 5- 7- 0- 5- 0- 5- 0- 5- 7- 0- 5- 0- 5- 0- 5- 7- 0- 5- 0- 5- 0- 5- 7- 0- 5- 0- 5- 0- 5- 7- 0- 5- 0- 5- 0- 5- 7- 0- 5- 0- 5- 0- 5- 7- 0- 5- 0- 5- 0- 5- 7- 0- 5- 0- 5- 0- 5- 7-
22,Blowin In The Wind,0,0- 5- 7- 0- 5- 0- 0- 5- 7- 0- 5- 7- 0- 5- 7- 0- 5- 0- 5- 7- 0- 5- 7- 0- 5- 7- 0- 5- 5- 7- 0- 0- 5- 7- 0- 5- 0- 0- 5- 7- 0- 5- 7- 0- 5- 7- 0- 5- 0- 5- 7- 0- 5- 7- 0- 5- 7- 0- 5- 5- 7- 0- 0- 5- 7- 0- 5- 0- 0- 5- 7- 0- 5- 7- 0- 5- 7- 0- 5- 0- 5- 7- 0- 5- 7- 0-
23,Here Comes The Sun,0,0- 0- 5- 7-7 0- 0- 5- 7-7 0- 5- 2-7 0- 0- 5- 7-7 0- 5- 7-7 0- 5- 2-7 0- 0- 5- 7-7 0- 5- 7-7 0- 5- 2-7 0- 3- 10- 5-/9 5- 0- 7-7 7-7 7-7sus4 7-7 0- 5- 7-7 0- 5- 7-7 0- 5- 2-7 0- 0- 5- 2-7 0- 0-
24,In My Life,0,0- 7- 0- 7- 9-m 0-7/10 5- 5-m 0- 0- 7- 9-m 0-7/10 5- 5-m 0- 9-m 5- 10- 0- 9-m 2- 5-m 0- 0- 7- 0- 7- 9-m 0-7/10 5- 5-m 0- 0- 7- 9-m 0-7/10 5- 5-m 0- 9-m 5- 10- 0- 9-m 2- 5-m 0- 0- 7- 9-m 0-7/10 5- 5-m 0- 0- 7- 9-m 0-7/10 5- 5-m 0- 9-m 5- 10- 0- 9-m 2- 5-m 0- 0- 7- 5-m 0- 7- 7-7 0-
25,Across The Universe,0,1- 5-m 8- 1- 10-m 5-m 3-m7 8- 8-7 1- 10-m 5-m 3-m7 6-m 1- 8-7sus4 8- 8-7 6- 1- 8- 8-7 6- 1- 1- 10-m 5-m 3-m7 8- 8-7 1- 10-m 5-m 3-m7 8- 8-7 1- 8-7sus4 8- 8-7 6- 1- 8- 8-7 6- 1- 1- 10-m 5-m 3-m7 6-m 1- 10-m 5-m 3-m7 8- 8-7 1- 8-7sus4 8- 8-7 6- 1- 8- 8-7 6- 1- 1- 1-
26,Hey Jude,0,0- 7- 0-/7 7-7 7-7sus4 7-7 0- 5- 0- 7- 0- 0- 7- 0-/7 7-7 7-7sus4 7-7 0- 5- 0- 7- 0- 0-maj7 0-7 5- 5-/4 2-m 5-/0 7-/11 7- 0- 0-maj7 0-7 5- 5-/4 2-m 5-/0 7-/11 7- 0- 0- 0-7 7- 7-7 7- 0- 7-7 0- 7- 0-/7 7-7 7-7sus4 7-7 0- 5- 0- 7- 0- 0-maj7 0-7 5- 5-/4 2-m 5-/0 7-/11 7- 0- 0-maj7 0-7 5- 5-/4 2-m 5-/0 7-/11 7- 0- 0- 0-7 7- 7-7 7- 0- 7-7 0- 7- 0-/7 7-7 7-7sus4 7-7 0- 5- 0- 7- 0- 0- 10- 5- 0- 0- 10- 5- 0-
27,Blackbird,0,0- 2-m7 0-/4 5- 7- 7-add4 8-(b5) 9-m 5-m 2-7 10- 10-add9 7-m 7-madd4 0-m/3 0- 2-m7 0-/4 0- 0- 2-m7 0-/4 0- 5- 6-dim 7- 8-(b5) 9-m 8-aug 7- 6-dim 5- 5-m 0-/4 2-7 5-/7 0- 5- 0-/4 2-7 5-/7 0- 0- 2-m7 0-/4 0- 5- 6-dim 7- 8-(b5) 9-m 8-aug 7- 6-dim 5- 5-m 0-/4 2-7 5-/7 0- 10- 9-m 7-m 5- 0-m/3 5- 10- 9-m 7-m 5- 0-m/3 2-7 5-/7 0- 2-m7 0-/4 0- 5- 6-dim 7- 8-(b5) 9-m 8-aug 7- 6-dim 5- 5-m 0-/4 2-7 5-/7 0- 10- 9-m 7-m 5- 0-m/3 5- 10- 9-m 7-m 5- 0-m/3 2-7 5-/7 0- 2-m7 0-/4 0- 0- 0- 0- 2-m7 0-/4 5- 0-/4 2-7 5-/7 0- 2-m7 0-/4 0- 5- 6-dim 7- 8-(b5) 9-m 8-aug 7- 6-dim 5- 5-m 0-/4 2-7 5-/7 0- 5- 0-/4 2-7 5-/7 0- 5- 0-/4 2-7 5-/7 0-
28,Sittin On The Dock Of The Bay,0,0- 0- 4-7 5- 2- 0- 4-7 5- 2- 0- 9- 0- 9- 0- 2- 0- 9- 0- 4-7 5- 2- 0- 4-7 5- 2- 0- 9- 0- 9- 0- 2- 0- 9- 0- 7- 5- 0- 0- 7- 5- 0- 0- 7- 5- 0- 10- 7- 0- 4-7 5- 2- 0- 4-7 5- 2- 0- 9- 0- 9- 0- 2- 0- 9-
29,Eleanor Rigby,1,8- 0-m 8- 0-m 0-m 8- 8- 0-m 0-m 8- 0-m 0-m7 0-m6 8- 0-m 0-m7 0-m6 8- 0-m 0-m 8- 8- 0-m 0-m 8- 8- 0-m 0-m7 0-m6 8- 0-m 0-m7 0-m6 8- 0-m 8- 0-m 8- 0-m 0-m 8- 8- 0-m 0-m 8- 8- 0-m 0-m7 0-m6 8- 0-m 0-m7 0-m6 8- 0-m
30,Suspicious Minds,0,0- 5- 7- 5- 0- 0- 5- 7- 5- 7- 5- 4-m 7-7 5- 0- 4-m 5- 7- 9-m 4-m 5- 7- 7-7 0- 5- 7- 5- 0- 0- 5- 7- 5- 7- 5- 4-m 7-7 5- 0- 4-m 5- 7-7 9-m 4-m 5- 4-7sus4 4-7 9-m 4-m 5- 7- 9-m 4-m 5- 7- 0- 5- 0- 7-7 0- 5- 7- 5- 0- 0- 5- 7- 5- 0- 5- 0- 5- 0- 5- 7- 5- 0- 5- 0- 5-
31,Come Together,1,0-m 0-m 7-7 5-7 0-m 0-m 7-7 5-7 9-m 7- 5- 7- 0-m 0-m 7-7 5-7 9-m 7- 5- 7- 0-m 0-m 7-7 5-7 9-m 7- 5- 7-
32,Proud Mary,0,10- 7- 10- 7- 10- 7- 5- 3- 3- 3-6 3- 0- 0- 0- 0- 7- 9-m 0- 0- 7- 9-m 0- 10- 7- 10- 7- 10- 7- 5- 3- 3- 3-6 3- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 7- 7- 9-m 9-m 0- 10- 7- 10- 7- 10- 7- 5- 3- 3- 3-6 3- 0- 0- 0- 0- 0- 7- 9-m 0- 0- 0- 0-
33,Norwegian Wood,0,0- 10- 5- 0- 0- 10- 5- 0- 0- 10- 5- 0- 0-m 5- 5- 0-m 2-m 7- 0- 10- 5- 0- 0- 10- 5- 0- 0-m 5- 5- 0-m 2-m 7- 0- 10- 5- 0- 0- 10- 5- 0-
34,All My Loving,1,2-m 7-7 0- 9-m 5- 2-m 10- 7-7 2-m 7-7 0- 9-m 5- 7- 0- 2-m 7-7 0- 9-m 5- 2-m 10- 7-7 2-m 7-7 0- 9-m 5- 7- 0- 9-m 8-aug 0- 9-m 8-aug 0- 5- 0- 2-m 7- 0- 0- 2-m 7-7 0- 9-m 5- 2-m 10- 7-7 2-m 7-7 0- 9-m 5- 7- 0- 9-m 8-aug 0- 9-m 8-aug 0- 9-m 0- 9-m 0- 0-
35,Paint It Black,1,0-m 7- 0-m 0-m 7- 0-m 7- 0-m 10- 3- 10- 0-m 0-m 10- 3- 10- 5- 7- 0-m 7- 0-m 7- 0-m 10- 3- 10- 0-m 0-m 10- 3- 10- 5- 7- 0-m 7- 0-m 7- 0-m 10- 3- 10- 0-m 0-m 10- 3- 10- 5- 7- 0-m 7- 0-m 7- 0-m 10- 3- 10- 0-m 0-m 10- 3- 10- 5- 7- 0-m 7- 0-m 7- 0-m 10- 3- 10- 0-m 0-m 10- 3- 10- 5- 7- 0-m 7- 0-m 7- 0-m 7- 0-m 7- 0-m 7- 0-m 7- 0-m 7-
36,Mr Tambourine Man,0,0- 0- 0-sus2 0-sus2 0- 5- 7- 0- 5- 0- 5- 7- 5- 7- 0- 5- 0- 5- 7- 0- 5- 7- 0- 5- 0- 5- 0- 5- 7- 5- 7- 0- 5- 0- 5- 0- 5- 7- 5- 7- 0- 5- 0- 5- 7- 5- 7- 0- 5- 0- 5- 7- 0- 5- 7- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 7- 5- 7- 0- 5- 0- 5- 0- 5- 7- 5- 7- 0- 5- 0- 5- 7- 5- 7- 0- 5- 0- 5- 7- 0- 5- 7- 0- 5- 0- 5- 0- 5- 0- 5- 7- 5- 7- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 7- 5- 7- 0- 5- 0- 5- 7- 5- 7- 0- 5- 0- 5- 7- 0- 5- 7- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 7- 5- 7- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 7- 5- 7- 0- 5- 0- 5- 7- 5- 7- 0- 5- 0- 5- 7- 0-
37,The Times They Are A-Changin,0,7-7 7-6 0- 9-m 5- 0- 0- 2-m 5- 7- 0- 9-m 5- 0- 0- 2-m 7- 7- 7-7 7-6 7- 0- 5- 7- 0- 0- 9-m 5- 0- 0- 2-m 5- 7- 0- 9-m 5- 0- 0- 2-m 7- 7- 7-7 7-6 7- 0- 5- 7- 0- 0- 9-m 5- 0- 0- 2-m 5- 7- 0- 9-m 5- 0- 0- 2-m 7- 7- 7-7 7-6 7- 0- 5- 7- 0- 0- 9-m 5- 0- 0- 2-m 5- 7- 0- 9-m 5- 0- 0- 2-m 7- 7- 7-7 7-6 7- 0- 5- 7- 0- 0- 9-m 5- 0- 0- 2-m 5- 7- 0- 9-m 5- 0- 0- 2-m 7- 7- 7-7 7-6 7- 0- 5- 7- 0-
38,If I Can Dream,0,0- 9-m 0- 9-m 0- 9-m 5- 7-7 0- 9-m 2-m 7-7 0- 0-7 5- 4-7 9-m 0- 9-m 5- 2-m7 0- 9-m 2-m7 7-7 0- 9-m 5- 7-7 0- 9-m 2-m7 7-7 7-7 0- 0-7 5- 4-7 9-m 0- 9-m 5- 0- 7-7 0- 5- 0- 0-7 5- 6-dim 0- 0-7 5- 6-dim 0- 0-7 5- 6-dim 0- 4-7 9-m 2-7 7-7 9- 2- 11-m 7- 9-7 2- 11-m 4-m 9-7 2- 7- 8-dim 2- 11-m 2- 11-m 7- 4-m 9- 2- 11-m 2- 11-m
39,Hit The Road Jack,1,0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7 0-m 10- 8- 7-7
